year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1960,LOWER GRADE,ENGLISH,2,,Read the passage printed above and then answer the following questions on it: ,7.93,7.2,5.2,6,0,0,6,0.0,reason,0.6769513487815857,
1960,LOWER GRADE,ENGLISH,2,,Express in your own words the meaning of each of the following phrases as they are used in the passage.,6.79,7.6,8.0,7,0,0,7,0.0,describe,0.6301535964012146,
1960,LOWER GRADE,ENGLISH,2,,Give the meaning of each of the following words as they are used in the passage.,5.62,6.0,6.4,6,0,0,6,0.0,reason,0.537569522857666,
1960,LOWER GRADE,ENGLISH,2,,Give the name and the relation of each of the following clauses.,6.95,4.4,8.13,5,0,0,5,0.0,discuss,0.5828199982643127,
1960,LOWER GRADE,ENGLISH,2,,Name the part of speech and indicate the relation of each of the following words.,7.65,6.8,11.33,7,0,0,7,0.0,discuss,0.3629447519779205,
1960,LOWER GRADE,ENGLISH,2,,Explain clearly the difference between a “circus” and a “menagerie.”,12.56,8.4,8.0,5,1,0,4,0.4019,reason,0.7132646441459656,
1960,LOWER GRADE,ENGLISH,2,,Describe in your own words the atmosphere of calm created by elephants in the bush.,8.4,5.6,8.67,7,2,0,5,0.2841,discuss,0.3567537367343902,
1960,LOWER GRADE,ENGLISH,2,,From the material supplied in the passage describe in your own words the kind of country in which elephants are found.,9.52,9.1,10.3,9,1,0,8,0.5267,discuss,0.5015748143196106,
1960,LOWER GRADE,ENGLISH,2,,Mention one way in which the African elephant differs physically from the Indian elephant.,13.62,8.8,8.46,9,0,0,9,0.0,argue,0.478477269411087,"('one', 'NUMBER', 1)('African', 'NATIONALITY', 1)('Indian', 'NATIONALITY', 1)"
1960,LOWER GRADE,ENGLISH,2,,Give a fairly detailed account of the feelings of the author as he observes the elephants in their natural surroundings.,11.72,9.9,12.0,10,2,0,8,0.2446,reason,0.831053614616394,"('author', 'TITLE', 1)"
1960,LOWER GRADE,ENGLISH,2,,Write a letter to the editor of a newspaper either approving of or protesting against one of the following decisions.,7.79,11.1,12.0,10,0,1,9,-0.4215,reason,0.9573115706443788,"('editor', 'TITLE', 1)('one', 'NUMBER', 1)"
1960,LOWER GRADE,ENGLISH,2,,Describe either an amusing or a moving scene from any Shakespeare play you have read.,7.54,4.4,6.0,8,2,0,6,0.3609,reason,0.6597306728363037,"('Shakespeare', 'PERSON', 1)"
1960,LOWER GRADE,ENGLISH,2,,Give an account of any poem you have read which deals with one of the following subjects: the sea; country life; war; love; animals; attachment to one’s homeland.,8.41,11.8,14.06,17,2,1,14,0.1111666666666666,describe,0.3130171597003937,"('one', 'NUMBER', 2)('war', 'CAUSE_OF_DEATH', 1)"
1960,LOWER GRADE,ENGLISH,2,,"In your own words describe one of the following, selected from any novel or autobiographical prose work you have read: a journey or a voyage; a storm; a fight; a rescue; an unexpected piece of good fortune; a disappointment; a departure from home.",9.44,18.9,21.85,22,3,2,17,0.07536,discuss,0.950272023677826,"('one', 'NUMBER', 1)('storm', 'CAUSE_OF_DEATH', 1)"
1960,LOWER GRADE,ENGLISH,2,,"Give the title, and the name of the author, of any essay which you have enjoyed reading. Describe briefly what the author has to say about his subject. What did you particularly like about the essay?",5.99,4.4,5.91,15,2,0,13,0.4359,describe,0.4912731647491455,"('author', 'TITLE', 2)"
1960,LOWER GRADE,ENGLISH,2,,"Give the titles, and name the authors, of three non-fiction prose works which you would like to take with you on a holiday. Write an account of any one of the three books.",7.8,5.0,6.6,17,2,0,15,0.38155,reason,0.5383216142654419,"('three', 'NUMBER', 2)('one', 'NUMBER', 1)"
