year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1960,HIGHER GRADE,GEOGRAPHY,1,,After studying the part of the Ordnance Survey map which is provided: ,9.5,4.4,4.8,6,0,0,6,0.0,describe,0.4799902439117431,
1960,HIGHER GRADE,GEOGRAPHY,1,,Describe the view northwards from Brandwood Moor and how it differs from the view to the north-west from Great Hamildon.,11.43,8.7,8.0,10,1,0,9,0.6249,reason,0.6378740072250366,"('Brandwood', 'LOCATION', 1)('Moor', 'LOCATION', 1)('Great', 'LOCATION', 1)('Hamildon', 'LOCATION', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"To what extent do valleys control the routes from Burnley via Accrington to Haslingden and from Burnley southwards; the sites and shapes of Padiham, Burnley and the urban grouping of Rawtenstall-Bacup?",14.57,14.2,14.98,17,0,0,17,0.0,describe,0.9431800842285156,"('Burnley', 'ORGANIZATION', 3)('Accrington', 'CITY', 1)('Haslingden', 'LOCATION', 1)('Padiham', 'LOCATION', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,What are the main uses made of the moorland?,3.51,0.9,3.6,4,0,0,4,0.0,compare,0.9864104390144348,
1960,HIGHER GRADE,GEOGRAPHY,1,,On the accompanying map of the Arctic and adjacent lands: ,10.45,8.4,12.0,5,0,0,5,0.0,discuss,0.8288342356681824,"('Arctic', 'LOCATION', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"Name the towns lettered A, B, and C, and the Rivers Volga, Ob, and Mackenzie, and mark with a cross the magnetic north pole.",5.75,7.9,12.93,14,0,0,14,0.0,discuss,0.6895301938056946,"('Rivers', 'ORGANIZATION', 1)('Volga', 'ORGANIZATION', 1)('Mackenzie', 'PERSON', 1)('pole', 'NATIONALITY', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,Name the two isotherms marked on the map.,4.31,0.5,3.2,5,0,0,5,0.0,discuss,0.6797285676002502,"('two', 'NUMBER', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"Estimate in degrees the distance of places X and Y from the North Pole. Beside each, print your estimates of their January and July temperatures.",9.21,7.0,9.8,13,0,0,13,0.0,discuss,0.7073531746864319,"('North', 'LOCATION', 1)('Pole', 'NATIONALITY', 1)('January', 'DATE', 1)('July', 'DATE', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"Mark, with arrows to show direction, the winds blowing over British Columbia in July, over Norway in October, and over Manchuria in December.",11.78,11.1,9.2,13,0,0,13,0.0,describe,0.7807323932647705,"('Mark', 'PERSON', 1)('British', 'STATE_OR_PROVINCE', 1)('Columbia', 'STATE_OR_PROVINCE', 1)('July', 'DATE', 1)('Norway', 'COUNTRY', 1)('October', 'DATE', 1)('Manchuria', 'LOCATION', 1)('December', 'DATE', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,Name the direction of flight along the routes of two aircraft marked with red arrows.,9.21,5.6,6.0,10,0,0,10,0.0,discuss,0.5820561051368713,"('two', 'NUMBER', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,Along the course of the Trans-Siberian railway mark and name two industrial areas and the towns of Irkutsk and Novosibirsk.,12.3,8.7,12.0,12,0,0,12,0.0,discuss,0.6389070153236389,"('Trans', 'MISC', 1)('-', 'MISC', 1)('Siberian', 'MISC', 1)('two', 'NUMBER', 1)('Irkutsk', 'CITY', 1)('Novosibirsk', 'CITY', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,Draw a sketch-map of an area approximately 100 square miles in size with your school centrally placed and show the following items: relief; drainage; latitude and longitude; height of school above mean sea level; direction of true north; approximate direction of magnetic north; either the extent of arable land or the main routes of the area. Give the scale and include a key.,10.21,13.2,15.77,41,2,0,39,0.4491,discuss,0.6713642477989197,"('100', 'NUMBER', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"What is the difference between a mountain range, a mountain system, and a high plateau? Give one example of each. Select one of your examples and discuss its significance in relation to routeways.",8.49,6.4,6.82,17,1,0,16,0.2732,discuss,0.3584498465061188,"('one', 'NUMBER', 2)"
1960,HIGHER GRADE,GEOGRAPHY,1,,Why is it that eastern and western coasts of continents in similar latitudes experience very different climates?,10.05,12.3,16.21,9,0,0,9,0.0,explain,0.9941180944442748,
1960,HIGHER GRADE,GEOGRAPHY,1,,Discuss the opportunities for development offered by equatorial forests and the difficulties to be faced in their development.,11.55,12.7,16.09,9,1,1,7,0.0407499999999999,reason,0.9948710203170776,
1960,HIGHER GRADE,GEOGRAPHY,1,,Compare and contrast the world importance of the Panama and Suez canals.,10.81,4.4,8.13,7,1,0,6,0.3612,discuss,0.9972003698349,"('Panama', 'COUNTRY', 1)('Suez', 'ORGANIZATION', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"“The nomadic way of life, whether hunting or stock rearing, is disappearing.” Discuss with examples from Asia or Africa or North America.",10.64,6.4,8.04,14,0,0,14,0.0,discuss,0.7489466071128845,"('Asia', 'CITY', 1)('Africa', 'LOCATION', 1)('North', 'LOCATION', 1)('America', 'COUNTRY', 1)"
1960,HIGHER GRADE,GEOGRAPHY,1,,"Why is the southern hemisphere, in contrast with the northern hemisphere, so sparsely peopled except for a few isolated areas? Or Discuss with reference to any one of Canada, U.S.S.R., Brazil, or Indonesia the problems to be faced in organizing it into a political unit.",11.05,6.8,9.56,22,0,2,20,-0.36005,explain,0.9703611135482788,"('one', 'NUMBER', 1)('Canada', 'COUNTRY', 1)('U.S.S.R.', 'LOCATION', 1)('Brazil', 'COUNTRY', 1)('Indonesia', 'COUNTRY', 1)"
