year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1902,Lower Grade,ENGLISH,1,1,"Write out, and punctuate, the passage for dictation.",9.95,6.4,13.2,4,0,0,4,0.0,reason,0.9769123792648315,
1902,Lower Grade,ENGLISH,1,2,"Write an essay, of about two pages, on one of the following subjects :— The advantages of Travel. Epitaphs.",9.79,8.0,9.42,10,1,0,9,0.25,reason,0.9820587038993835,Travel {1}
1902,Lower Grade,ENGLISH,1,3,"Paraphrase the following lines, so as to bring out their full meaning:— From the black-red ether, bursting broad, Sallies the sudden whirlwind. Straight the sands, Commov’d around, in gathering eddies play : Nearer and nearer still they darkening come ;",9.98,8.3,9.71,25,2,0,23,0.28315,discuss,0.59474116563797,
1902,Lower Grade,ENGLISH,1,15,"Till, with the general all-involving storm Swept up, the whole continuous wilds arise; And by their noon-day fount dejected thrown, Or sunk at night in sad disastrous sleep, Beneath descending hills, the caravan Is buried deep. In Cairo’s crowded streets Th’ impatient merchant, wondering, waits in vain, And Mecca saddens at the long delay.",11.12,11.5,14.5,37,0,7,30,-0.43515714285714285,describe,0.6069180369377136,Cairo {1} Mecca {1}
1902,Lower Grade,ENGLISH,1,4,"Show, by an examination of any three lines of the above passage, how it differs from prose.",9.12,7.6,9.15,7,0,0,7,0.0,describe,0.5367043614387512,
1902,Lower Grade,ENGLISH,1,5,Parse the five words italicised in question,10.75,2.5,2.8,5,0,0,5,0.0,describe,0.37117859721183777,
1902,Lower Grade,ENGLISH,1,3,"Make a general analysis of the following :— “ Without being so presumptuous as to hope to emulate the rich humour, pathetic tenderness, and admirable tact which pervade the works of my accomplished friend, I felt that something might be attempted for my own country of the same kind with that which Miss Edgeworth so fortunately achieved for Ireland.”",10.9,24.3,27.71,29,8,2,19,0.31894,describe,0.7922966480255127,Edgeworth {1} Ireland {1}
1902,Lower Grade,ENGLISH,1,6,"Write ten short sentences, each containing one of the following words correctly used so as to bring out its full meaning:— affect, sumptuous, universal, athwart, collusion, wherewith, mitigate, continuous, mutual, howsoever.",12.81,16.6,22.72,23,1,0,22,0.0772,reason,0.9642152190208435,
1902,Lower Grade,ENGLISH,1,7,"Point out the faults in the following sentences. Say why you con¬ sider them faults, and re-write each sentence in an improved form:— I am neither an ascetic in theory or practice. A clergyman in Perthshire wishes to purchase a small pony to do the work of a minister. Another bullet hit the butt of his rifle, thus saving his life. Entering the drawing-room the conviction came to him that he was in the dwelling of an individual of refined taste. Nature has denied to us the power of closing our ears which she gave us in respect of our eyes.",8.85,6.3,9.1,50,6,3,41,0.032366666666666676,describe,0.6290602684020996,Perthshire {1}
1902,Lower Grade,ENGLISH,1,8,"Name one famous literary work by each of the following writers, indicating the kind to which it belongs and the approximate date of its appearance:—Keats, Pope, Hooker, Dryden, Browning, Jeremy Taylor, Cowper. Give a fuller description of any one of the above works.",11.31,9.3,13.25,25,1,0,24,0.5267,discuss,0.7684822082519531,Pope {1} Hooker {1} Dryden {1} Browning {1} Jeremy Taylor {1}
1902,Lower Grade,ENGLISH,1,9,"Write a short account of any one of the following reigns or ministries, with special regard to; domestic changes, wars :— Alfred the Great, Henry III., Edward III., Henry VIII, James I, Charles II., Walpole, George III., Palmerston.",11.93,5.7,7.08,27,2,1,24,0.14246666666666666,reason,0.9466635584831238,Henry III. {1} Edward III. {1} Henry VIII {1} James I {1} Charles II {1} Walpole {1} George III. {1} Palmerston {1}
1902,Lower Grade,ENGLISH,1,10,"Give some account of any four of the following, so as to show their significance and importance in British history:—Caesar’s Invasion of Britain, Celtic Christianity, Danegeld, Domesday Book, The Maid of Norway, The White Ship, The Crusades, Edward I.’s Invasion of Wales, The First English Parliament, The Poll-tax, Battle of Shrewsbury, Siege of Orleans, Perkin Warbeck, Act of Supremacy, Six Articles, The Smithfield Fires, Battle of Zutphen, Insurrection of Essex, Hampton Court Conference, The Policy of “ Thorough,” Boot and Branch Bill, Instrument of Government, The Trial of the Seven Bishops Battle of the Boyne, National Debt, The Rising of 1715, South Sea Bubble, Seven Years’ War, Trial of Warren Hastings, Peninsular War, Siege of Lucknow, First Home Rule Bill.",12.56,25.3,27.5,80,3,7,70,-0.23593999999999998,describe,0.4704274535179138,"Britain {1} Celtic Christianity {1} Danegeld {1} Edward I.’s Invasion of Wales {1} Perkin Warbeck {1} The Smithfield Fires {1} Hampton Court Conference {1} Warren Hastings {1} Peninsular War, Siege of Lucknow {1} First Home Rule Bill {1}"
1902,Lower Grade,ENGLISH,1,11,"Describe in detail any two routes from London to Japan, mentioning the principal places passed on the way.",11.55,8.0,11.64,11,0,0,11,0.0,argue,0.6927751302719116,London {1} Japan {1}
1902,Lower Grade,ENGLISH,1,12,Draw a map of Africa showing the possessions of the principal European Powers.,11.57,6.0,11.35,8,0,0,8,0.0,reason,0.8794411420822144,European Powers {1}
1902,Lower Grade,ENGLISH,1,13,Describe from source to mouth the course of any four of the navigable rivers of Great Britain.,8.19,5.2,9.15,9,1,0,8,0.6249,reason,0.37798255681991577,Great Britain {1}
1902,Lower Grade,ENGLISH,1,14,"Say where ten of the following places are situated, and mention anything for which each of the ten is remarkable :— Cintra, Dongola, Klondyke, Nice, Formosa, Harrismith, Ferrara, Ley¬ den. New Orleans, Missolonghi, Gothenburg, Ajaccio, Staffa, Poitiers, Katisbon, Edgehill.",12.47,10.7,11.81,27,2,0,25,0.48945,describe,0.5840001702308655,Dongola {1} Klondyke {1} Nice {1} Formosa {1} Harrismith {1} Ley¬ {1} New Orleans {1} Missolonghi {1} Gothenburg {1} Ajaccio {1} Staffa {1} Poitiers {1} Katisbon {1} Edgehill {1}
