year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1934,HIGHER GRADE,GEOGRAPHY,2,,"Analyze the provided British map: Describe physical features (Afon Mawddach estuary, Cader Idris). Explain road/railway route choices. Discuss population distribution in Dolgelley and Barmouth.",14.56,11.1,11.53,21,0,0,21,0.0,reason,0.9862106442451476,"('British', 'NATIONALITY', 1)('Cader Idris', 'PERSON', 1)('Dolgelley', 'LOCATION', 1)('Barmouth', 'LOCATION', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Define map scales. List Ordnance Survey scales and their uses.,10.2,0.5,2.0,8,0,0,8,0.0,reason,0.7830663919448853,
1934,HIGHER GRADE,GEOGRAPHY,2,,Evaluate the 1933 Italy-Chicago seaplane route’s advantages/disadvantages.,22.03,19.0,19.94,6,0,0,6,0.0,describe,0.675301730632782,"('1933', 'DATE', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,"Account for climatic differences between Vancouver, Winnipeg, and Anticosti using temperature/rainfall data.",16.07,15.1,18.13,9,0,0,9,0.0,reason,0.9372941255569458,"('Vancouver', 'CITY', 1)('Winnipeg', 'CITY', 1)('Anticosti', 'LOCATION', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Explain seasonal river volume variations and their human impacts.,12.86,8.0,8.04,7,0,0,7,0.0,reason,0.9802589416503906,"('river', 'TITLE', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Discuss mineral wealth’s role in exploration/settlement of new lands.,14.61,11.5,12.49,7,1,0,6,0.4939,reason,0.9938979744911194,
1934,HIGHER GRADE,GEOGRAPHY,2,,Map Southern England’s natural regions with explanatory principles.,13.9,12.3,13.2,7,1,0,6,0.3612,reason,0.5814068913459778,"('England', 'COUNTRY', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,"Compare Eastern/Western Europe’s relief, climate, and maritime access. Link to civilizational development.",14.46,13.9,9.07,10,1,0,9,0.4767,discuss,0.996813952922821,"('Western', 'LOCATION', 1)('Europe', 'LOCATION', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Write a geographical sketch of Manchuria’s importance to China/Japan.,12.86,11.5,16.93,6,1,0,5,0.3612,reason,0.9910030364990234,"('Manchuria', 'LOCATION', 1)('China', 'COUNTRY', 1)('Japan', 'COUNTRY', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Contrast Congo basin and Bengal population densities via climate analysis.,18.34,10.7,16.0,9,0,0,9,0.0,discuss,0.9884556531906128,"('Congo', 'COUNTRY', 1)('Bengal', 'LOCATION', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Describe U.S. crop distribution between Appalachians and Rockies.,13.9,10.0,13.2,6,0,0,6,0.0,reason,0.8436939716339111,"('U.S.', 'COUNTRY', 1)('Appalachians', 'MISC', 1)('Rockies', 'LOCATION', 1)"
1934,HIGHER GRADE,GEOGRAPHY,2,,Explain why all major Australian cities are coastal.,9.95,6.4,8.2,5,0,0,5,0.0,reason,0.9499629735946656,"('Australian', 'NATIONALITY', 1)"
