year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1889,Second Grade,HISTORY,1,1,State the period of the Roman occupation of Britain. What permanent results did it leave ?,10.32,6.2,8.33,8,0,1,7,-0.0516,compare,0.6941893696784973,Britain {1}
1889,Second Grade,HISTORY,1,2,When did the Anglo-Saxon kingdoms become united into one? What causes contributed to this ?,9.62,3.7,5.66,7,1,0,6,0.4215,compare,0.9365285634994507,
1889,Second Grade,HISTORY,1,3,"What were the principal changes produced by the Norman conquest, in government, in language, and in the relations between England and the Continent ?",10.27,12.3,14.42,10,0,0,10,0.0,compare,0.8160001635551453,Norman {1} England {1}
1889,Second Grade,HISTORY,1,4,Give an account of the work of Simon of Montfort.,7.29,3.7,4.0,5,0,0,5,0.0,reason,0.9635578989982605,
1889,Second Grade,HISTORY,1,5,What can you tell of the relations between the Highlands and Lowlands of Scotland down to the Battle of Harlaw ?,8.58,7.6,10.0,7,0,2,5,-0.20379999999999998,describe,0.5133637189865112,Scotland {1}
1889,Second Grade,HISTORY,1,6,"Show the effect upon the relations between England and Scotland of the following battles: Halidon Hill, Flodden Field, Solway Moss, Philiphaugh, Dunbar.",11.9,10.7,10.62,16,0,1,15,-0.3818,describe,0.7445352673530579,England {1} Scotland {1} Halidon Hill {1} Solway Moss {1} Dunbar {1}
1889,Second Grade,HISTORY,1,7,"Give a short account of the following: Cardinal Wolsey, Lady Jane Grey, Cardinal Pole, Archbishop Cranmer, William Cecil (Lord Burleigh).",11.73,12.3,14.0,17,1,0,16,0.0516,describe,0.30418574810028076,Cardinal Wolsey {1} Lady Jane Grey {1} Archbishop Cranmer {1} William Cecil {1}
1889,Second Grade,HISTORY,1,8,What do you know of the disputes between James I. and his Parliaments ?,7.6,1.1,5.68,4,0,1,3,-0.4019,describe,0.839509129524231,James I. {1}
1889,Second Grade,HISTORY,1,9,"State what parts in the struggle between the Crown and the Parlia¬ ment between 1634 and 1660 were taken by Strafford, Pym, Hampden, Fairfax, Cromwell, and Monk.",11.99,9.1,10.8,15,0,1,14,-0.3182,describe,0.6419892907142639,"Crown {1} Strafford, Pym {1} Hampden {1} Fairfax {1} Cromwell {1} Monk {1}"
1889,Second Grade,HISTORY,1,10,Give a short account of the chief wars in which Britain was engaged in the eighteenth century.,9.12,6.4,6.8,9,1,1,7,-0.09875000000000003,reason,0.49335378408432007,Britain {1}
1889,Second Grade,HISTORY,1,11,"Draw a map, marking thereon the chief rivers and towns, either of; Scotland, south of the Forth and Clyde, England, north of the Humber. or the counties of England which are bordered by the English Channel.",9.35,5.6,7.2,20,0,0,20,0.0,discuss,0.4809648394584656,Scotland {1} Clyde {1} England {2} the English Channel {1}
1889,Second Grade,HISTORY,1,12,State the chief centres of coal production in England and Scotland.,9.92,5.2,8.04,7,0,0,7,0.0,describe,0.4924306273460388,England {1} Scotland {1}
1889,Second Grade,HISTORY,1,13,"Name the chief seaports in Great Britain, stating the principal lines of commerce which are connected with each.",10.67,8.0,11.64,10,1,0,9,0.6249,discuss,0.8842236995697021,Great Britain {1}
1889,Second Grade,HISTORY,1,14,"Draw an outline map of Australia, showing thereon the different British colonies, and marking their chief towns.",10.98,8.7,6.8,12,0,0,12,0.0,reason,0.6782623529434204,Australia {1}
1889,Second Grade,HISTORY,1,15,Show in what way geographical conditions have shaped the industrial and commercial progress of Great Britain.,11.34,11.9,16.4,10,2,0,8,0.5232,argue,0.5390644073486328,Great Britain {1}
