year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1931,LOWER GRADE,GEOGRAPHY,1,,"Label map features: Aire Gap, towns, rivers, escarpments, railways, agricultural areas.",18.54,9.9,11.67,11,0,0,11,0.0,argue,0.4987438321113586,
1931,LOWER GRADE,GEOGRAPHY,1,,"Mark Mediterranean map features: seas, regions, commodities, volcanoes, canals.",16.36,11.5,16.93,9,0,0,9,0.0,argue,0.7533891201019287,"('Mark Mediterranean', 'PERSON', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Describe the River Clyde’s course, scenery, towns, and industries.",11.1,3.3,8.04,7,0,0,7,0.0,reason,0.7366956472396851,"('River', 'TITLE', 1)('Clyde', 'PERSON', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,Compare UK shipbuilding districts.,15.68,9.6,11.6,4,0,0,4,0.0,discuss,0.9970362186431884,"('UK', 'COUNTRY', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Contrast London, Liverpool, and Southampton as ports.",15.26,7.2,8.51,5,0,0,5,0.0,discuss,0.9909221529960632,"('London', 'CITY', 1)('Liverpool', 'ORGANIZATION', 1)('Southampton', 'ORGANIZATION', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,Analyze Scottish water-power sites and geographical factors.,15.26,10.7,8.51,6,0,0,6,0.0,reason,0.9955008625984192,"('Scottish', 'NATIONALITY', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Interpret rainfall graphs for Edinburgh, Palermo, Peking.",17.52,9.6,14.23,6,0,0,6,0.0,reason,0.9810417294502258,"('Edinburgh', 'CITY', 1)('Palermo', 'ORGANIZATION', 1)('Peking', 'CITY', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Compare western Scotland, Norway, and British Columbia.",13.01,7.2,2.8,6,0,0,6,0.0,discuss,0.9969359636306764,"('Scotland', 'COUNTRY', 1)('Norway', 'COUNTRY', 1)('British', 'STATE_OR_PROVINCE', 1)('Columbia', 'STATE_OR_PROVINCE', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Map and analyze city pairs: New York/Montreal, Chicago/Winnipeg, Bombay/Delhi.",18.12,10.3,3.6,8,0,0,8,0.0,discuss,0.4433631896972656,"('New', 'STATE_OR_PROVINCE', 1)('York', 'STATE_OR_PROVINCE', 1)('Montreal', 'CITY', 1)('Chicago', 'CITY', 1)('Winnipeg', 'CITY', 1)('Bombay', 'CITY', 1)('Delhi', 'CITY', 1)"
1931,LOWER GRADE,GEOGRAPHY,1,,"Explain wheat cultivation conditions, global regions, export patterns, harvest timing.",15.19,14.3,12.0,10,0,0,10,0.0,reason,0.808138906955719,
1931,LOWER GRADE,GEOGRAPHY,1,,"Summarize exploration work by Cook, Livingstone, or Amundsen.",11.93,11.1,18.2,6,1,0,5,0.2263,reason,0.8500146865844727,"('Cook', 'PERSON', 1)('Livingstone', 'PERSON', 1)('Amundsen', 'PERSON', 1)"
