year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1954,Lower Grade,HISTORY,1,1,Outline the course of either the Scottish War of Independence to [1328] or the French wars of Edward III. Account for the successes and final failure of the English.,9.26,6.6,7.18,16,1,3,12,-0.284375,describe,0.4714967608451843,"('Scottish', 'NATIONALITY', 1)('War', 'CAUSE_OF_DEATH', 1)('of', 'MISC', 1)('Independence', 'MISC', 1)('1328', 'DATE', 1)('French', 'NATIONALITY', 1)('Edward III', 'PERSON', 1)('English', 'NATIONALITY', 1)"
1954,Lower Grade,HISTORY,1,2,"Write notes on two of the following: the Anglo-Saxon Conquest, the Norsemen in Scotland, William the Conqueror, the Scottish church in the days of St. Margaret and David I, Magna Carta, the Black Death.",11.45,7.6,9.15,20,0,1,19,-0.5994,reason,0.981318175792694,"('two', 'NUMBER', 1)('Anglo', 'MISC', 1)('-', 'MISC', 1)('Saxon', 'MISC', 1)('Conquest', 'MISC', 1)('Norsemen', 'MISC', 1)('Scotland', 'COUNTRY', 1)('William', 'PERSON', 1)('Scottish', 'NATIONALITY', 1)('the', 'DURATION', 1)('days', 'DURATION', 1)('St.', 'LOCATION', 1)('Margaret', 'LOCATION', 1)('David I', 'PERSON', 1)('Magna', 'ORGANIZATION', 1)('Carta', 'ORGANIZATION', 1)"
1954,Lower Grade,HISTORY,1,3,"Give reasons for the outburst of European activity overseas in the fifteenth, and first half of the sixteenth centuries. Give an account of the Portuguese and Spanish contributions to this movement.",10.52,8.2,8.78,17,0,0,17,0.0,describe,0.3863056600093841,"('European', 'NATIONALITY', 1)('fifteenth', 'ORDINAL', 1)('and', 'ORDINAL', 1)('first', 'ORDINAL', 1)('the', 'DATE', 1)('sixteenth', 'DATE', 1)('centuries', 'DATE', 1)('Portuguese', 'NATIONALITY', 1)('Spanish', 'NATIONALITY', 1)"
1954,Lower Grade,HISTORY,1,4,What were the causes of the Reformation either in England or in Scotland?,9.14,6.0,8.28,5,0,0,5,0.0,compare,0.7723044753074646,"('England', 'COUNTRY', 1)('Scotland', 'COUNTRY', 1)"
1954,Lower Grade,HISTORY,1,5,In what ways was the reign of Elizabeth I a glorious one?,9.5,4.4,8.13,5,1,0,4,0.6369,describe,0.7991063594818115,"('Elizabeth I', 'PERSON', 1)('one', 'NUMBER', 1)"
1954,Lower Grade,HISTORY,1,6,Describe the quarrel between Charles I and his subjects either in England from [1629] to the summoning of the Long Parliament or in Scotland from [1633] to the signing of the Solemn League and Covenant in [1643]. Show how far Charles was to blame and how far he can be justified.,9.55,9.7,13.34,23,1,2,20,-0.0051,reason,0.5287196636199951,"('Charles I', 'PERSON', 1)('England', 'COUNTRY', 1)('1629', 'DATE', 1)('Long', 'ORGANIZATION', 1)('Parliament', 'ORGANIZATION', 1)('Scotland', 'COUNTRY', 1)('1633', 'DATE', 1)('Solemn', 'MISC', 1)('League', 'MISC', 1)('Covenant', 'RELIGION', 1)('1643', 'DATE', 1)('Charles', 'PERSON', 1)"
1954,Lower Grade,HISTORY,1,7,What were the main domestic problems that faced Charles II during his reign ([1660]-[1685]) and how far was he successful in solving them?,12.33,8.7,12.68,11,2,1,8,0.1746666666666666,compare,0.492056280374527,"('Charles II', 'PERSON', 1)('1660', 'DATE', 1)('1685', 'DATE', 1)"
1954,Lower Grade,HISTORY,1,8,Describe the events leading up to the War of the Spanish Succession. Was Britain justified in going to war?,9.09,5.8,8.01,10,2,2,6,-0.14865,describe,0.5950347781181335,"('War', 'CAUSE_OF_DEATH', 1)('Spanish', 'NATIONALITY', 1)('Succession', 'MISC', 1)('Britain', 'COUNTRY', 1)('war', 'CAUSE_OF_DEATH', 1)"
1954,Lower Grade,HISTORY,1,9,Describe the friction between Scotland and England from [1689] to [1707] and explain how this led to the Union of the Parliaments.,9.75,9.5,10.62,10,0,0,10,0.0,reason,0.9233283400535583,"('Scotland', 'COUNTRY', 1)('England', 'COUNTRY', 1)('1689', 'DATE', 1)('1707', 'DATE', 1)"
1954,Lower Grade,HISTORY,1,10,“Let sleeping dogs lie.” To what extent does this characterise the policy of Walpole?,10.75,3.7,5.66,8,0,0,8,0.0,describe,0.7908923625946045,"('Walpole', 'CITY', 1)"
1954,Lower Grade,HISTORY,1,11,Give an account of the events that led up to the American War of Independence. Do you consider that the war was caused chiefly by British tyranny?,8.4,5.0,6.88,13,0,2,11,-0.5994,other,0.5276898741722107,"('American', 'NATIONALITY', 1)('War', 'CAUSE_OF_DEATH', 1)('of', 'MISC', 1)('Independence', 'MISC', 1)('war', 'CAUSE_OF_DEATH', 1)('British', 'NATIONALITY', 1)"
1954,Lower Grade,HISTORY,1,12,Describe the changes that took place in industrial production either in Scotland or in England in the second half of the eighteenth century and the early years of the nineteenth.,9.86,12.6,14.67,16,0,0,16,0.0,discuss,0.7844960689544678,"('Scotland', 'COUNTRY', 1)('England', 'COUNTRY', 1)('the', 'DATE', 2)('second', 'DATE', 1)('half', 'DATE', 1)('of', 'DATE', 1)('eighteenth', 'DATE', 1)('century', 'DATE', 1)('the', 'DURATION', 1)('early', 'DURATION', 1)('years', 'DURATION', 1)('nineteenth', 'ORDINAL', 1)"
