year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1918,Higher Grade,HISTORY,1,1,"Write a short note upon each of the following terms, mentioning the period of British History, and, where possible, the reign with which you associate it: Forest Laws, the Jews in England, the triumph of the longbow, the capture of treasure ships, the abolition of slavery, the scramble for Africa.",11.49,20.4,22.4,26,2,1,23,0.0241333333333333,reason,0.6627599596977234,"('British', 'NATIONALITY', 1)('Jews', 'MISC', 1)('England', 'COUNTRY', 1)('Africa', 'LOCATION', 1)"
1918,Higher Grade,HISTORY,1,2,"Explain any one of the following, and add an illustration from British or European History: ‘It is Geography that makes History,’ ‘The old order changeth, yielding place to new, And God fulfils Himself in many ways, Lest one good custom should corrupt the world,’ ‘Trade follows the Flag.’",11.28,19.6,20.03,30,2,0,28,0.3568,discuss,0.5508655905723572,"('one', 'NUMBER', 2)('British', 'NATIONALITY', 1)('European', 'NATIONALITY', 1)"
1918,Higher Grade,HISTORY,1,3,"What sovereigns of England, between the reigns of Alfred the Great and Edward I, may be described as foreigners? How far did the rule of these foreigners affect the character of English institutions, customs, and language?",9.35,9.1,11.64,18,1,0,17,0.6249,describe,0.9129608869552612,"('England', 'COUNTRY', 1)('Alfred the Great', 'PERSON', 1)('Edward I', 'PERSON', 1)('English', 'NATIONALITY', 1)"
1918,Higher Grade,HISTORY,1,4,"‘The great and noble Edward.’ ‘Edward the tyrant and murderer.’ The first of these descriptions represents the view of the character of Edward I generally held in England; the second, the view generally held in Scotland. How far do the facts of history justify either, or both?",9.26,5.5,9.83,25,2,1,22,0.1343,describe,0.5624118447303772,"('Edward', 'PERSON', 1)('first', 'ORDINAL', 1)('Edward I', 'PERSON', 1)('England', 'COUNTRY', 1)('second', 'ORDINAL', 1)('Scotland', 'COUNTRY', 1)"
1918,Higher Grade,HISTORY,1,5,Illustrate the importance of sea-power in the reign of Edward III and in the reign of George III.,9.79,6.8,11.64,9,1,0,8,0.3612,discuss,0.9038190841674804,"('Edward III', 'PERSON', 1)('George III', 'PERSON', 1)"
1918,Higher Grade,HISTORY,1,6,"Write an estimate either of what England owes to the House of Tudor, or of what Scotland owes to James I and James IV respectively.",9.93,9.5,13.2,13,1,0,12,0.34,reason,0.9616447687149048,"('England', 'COUNTRY', 1)('Tudor', 'LOCATION', 1)('Scotland', 'COUNTRY', 1)('James I', 'PERSON', 1)('James IV', 'PERSON', 1)"
1918,Higher Grade,HISTORY,1,7,"What were the main ecclesiastical problems which troubled England between [1603] and [1688]? How far were they solved in the reign of William III, and in the nineteenth century?",11.43,6.6,8.56,14,1,2,11,-0.1958333333333333,describe,0.6382438540458679,"('England', 'COUNTRY', 1)('1603', 'DATE', 1)('1688', 'DATE', 1)('William III', 'PERSON', 1)('the', 'DATE', 1)('nineteenth', 'DATE', 1)('century', 'DATE', 1)"
1918,Higher Grade,HISTORY,1,8,"Explain how the British Empire was increased between [1701] and [1815] at the expense of France, Spain, and Holland.",12.06,7.2,7.6,10,1,0,9,0.2732,reason,0.9917819499969482,"('British', 'NATIONALITY', 1)('Empire', 'MISC', 1)('1701', 'DATE', 1)('1815', 'DATE', 1)('France', 'COUNTRY', 1)('Spain', 'COUNTRY', 1)('Holland', 'CITY', 1)"
1918,Higher Grade,HISTORY,1,9,How have inventions and discoveries altered the conditions of the iron industry and the cotton industry?,9.36,9.5,13.9,8,0,0,8,0.0,describe,0.9957503080368042,
1918,Higher Grade,HISTORY,1,10,Whom do you regard as the three greatest soldiers in British History? Give in each case your reasons for your choice.,7.92,2.7,4.2,10,1,0,9,0.6369,other,0.3488370776176452,"('three', 'NUMBER', 1)('British', 'NATIONALITY', 1)"
1918,Higher Grade,HISTORY,1,11,"Discuss one of the following topics with special reference to the sixty years between [1854] and [1914]: The methods of taxation, the relations of the Colonies to the Mother Country, Egypt and the Soudan, means of travelling and of sending communications, the care of the sick.",11.41,20.1,22.75,24,2,1,21,0.1284,reason,0.987777292728424,"('one', 'NUMBER', 1)('the', 'DURATION', 1)('sixty', 'DURATION', 1)('years', 'DURATION', 1)('1854', 'DATE', 1)('1914', 'DATE', 1)('Egypt', 'COUNTRY', 1)('Soudan', 'MISC', 1)"
1918,Higher Grade,HISTORY,1,12,"Write a sentence or two giving the main facts about any five of the following events, with their approximate dates, and a paragraph giving a fuller account of the remaining one: The battle of Marathon, the ostracism of Aristides, the rise of the Confederacy of Delos, the Athenian expedition to Syracuse, the retreat of the Ten Thousand, the invasion of India by Alexander the Great.",11.72,27.5,30.31,34,5,1,28,0.2004333333333333,reason,0.5751815438270569,"('two', 'NUMBER', 1)('five', 'NUMBER', 1)('one', 'NUMBER', 1)('Aristides', 'PERSON', 1)('Delos', 'PERSON', 1)('Athenian', 'MISC', 1)('Syracuse', 'CITY', 1)('Ten', 'NUMBER', 1)('Thousand', 'NUMBER', 1)('India', 'COUNTRY', 1)('Alexander the Great', 'PERSON', 1)"
1918,Higher Grade,HISTORY,1,13,What light is thrown upon Greek History by the Homeric poems and the plays of Aristophanes?,9.36,7.2,11.4,9,1,0,8,0.34,compare,0.994025468826294,"('Greek', 'NATIONALITY', 1)"
1918,Higher Grade,HISTORY,1,14,"Give a brief account of any two of the following: The invasion of Italy by the Gauls, the relations between Rome and Carthage before the time of Hannibal, the legislation of Tiberius Gracchus, the political career of Cicero, the origins and ideals of the Imperial system under Augustus.",12.27,20.8,25.03,24,1,0,23,0.5267,reason,0.4229975342750549,"('two', 'NUMBER', 1)('Italy', 'COUNTRY', 1)('Gauls', 'ORGANIZATION', 1)('Rome', 'CITY', 1)('Carthage', 'CITY', 1)('Hannibal', 'PERSON', 1)('Tiberius Gracchus', 'PERSON', 1)('Cicero', 'PERSON', 1)('Imperial', 'ORGANIZATION', 1)('Augustus', 'PERSON', 1)"
1918,Higher Grade,HISTORY,1,15,"Rome was the Britain of the Ancient World. ‘Rome was the Prussia of the Ancient World.’ How far do you agree with either of these statements, and which of them appears to you to be the juster parallel?",8.42,3.5,6.13,15,1,0,14,0.3612,describe,0.5083144307136536,"('Rome', 'CITY', 2)('Britain', 'COUNTRY', 1)('Ancient', 'LOCATION', 1)('World', 'LOCATION', 1)('Prussia', 'LOCATION', 1)"
1918,Higher Grade,HISTORY,1,16,"Illustrate or criticise one of the following statements: ‘Christianity, in the Middle Ages, brought to Europe not peace, but a sword,’ ‘When the nations of Europe ceased fighting about religion, they began to fight about trade and commerce,’ ‘Charles James Fox was right when he said that the fall of the Bastille was the best and greatest event of human history,’ ‘Great Britain, in the nineteenth century, was the friend and protector of small nations.’",12.41,29.0,32.67,41,5,3,33,0.2189375,discuss,0.7662526369094849,"('one', 'NUMBER', 1)('Christianity', 'RELIGION', 1)('Europe', 'LOCATION', 2)('Charles James Fox', 'PERSON', 1)('fall', 'DATE', 1)('Bastille', 'PERSON', 1)('Great', 'COUNTRY', 1)('Britain', 'COUNTRY', 1)('the', 'DATE', 1)('nineteenth', 'DATE', 1)('century', 'DATE', 1)"
1918,Higher Grade,HISTORY,1,17,How far is it true to say that the greatness of France has always depended upon the greatness of her rulers?,7.69,6.8,8.4,10,1,0,9,0.4215,describe,0.8551738262176514,"('France', 'COUNTRY', 1)"
1918,Higher Grade,HISTORY,1,18,What various reasons explain the decline of the power of Spain?,9.92,5.2,4.4,6,0,0,6,0.0,compare,0.8976786732673645,"('Spain', 'COUNTRY', 1)"
