year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1902,Higher,ENGLISH,2,1,Illustrate from Chaucer’s work his minute observation of personal appearance and character.,12.13,12.7,21.47,8,0,0,8,0.0,discuss,0.7490025162696838,Chaucer’s {1}
1902,Higher,ENGLISH,2,2,"Compare Malory’s Morte D’Arthur and Tennyson’s Idylls of the King, showing how each reflects the characteristics of the age in which it was written.",10.09,11.5,11.27,12,0,0,12,0.0,discuss,0.997089684009552,Compare Malory’s Morte D’Arthur {1} Tennyson’s Idylls {1}
1902,Higher,ENGLISH,2,3,"What part was taken in the Revival of Learning by Sir Thomas More, Erasmus, John Colei, and Bishop Fisher",11.23,7.2,9.71,11,0,0,11,0.0,describe,0.8411325216293335,Thomas {1} Erasmus {1} John Colei {1} Bishop Fisher {1}
1902,Higher,ENGLISH,2,4,"Explain the metrical construction of the Sonnet, and illustrate your answer by examining any well-known example of that form of verse.",9.94,11.5,16.02,11,0,0,11,0.0,reason,0.9419007897377014,
1902,Higher,ENGLISH,2,5,"“In narration he (Shakespeare) affects a disproportionate pomp of diction, and a wearisome train of circumlocution, and tells the incident imperfectly in many words, which might have been more plainly delivered in few.” Discuss this criticism.",11.55,10.3,14.98,19,0,1,18,-0.4404,describe,0.5017935633659363,Shakespeare {1}
1902,Higher,ENGLISH,2,6,Briefly describe one example of each of the following types of character as they are portrayed by Shakespeare :—The man of action ; The professional fool; The affected courtier.,10.66,11.8,14.06,15,0,2,13,-0.29675,discuss,0.9618415832519531,Shakespeare {1}
1902,Higher,ENGLISH,2,7,"Compare the prose writing of any one of these three authors— Bacon, Sir. Thomas Browne, Milton, with that of one of these three— Bunyan, Swift, Defoe.",8.53,3.6,5.2,16,1,0,15,0.2023,discuss,0.9972109198570251,Bacon {1} Thomas Browne {1} Milton {1} Defoe {1}
1902,Higher,ENGLISH,2,8,Give some account of the rise of the periodical Essay in the Eighteenth Century.,8.84,7.6,8.46,7,0,0,7,0.0,reason,0.4710109531879425,Essay {1}
1902,Higher,ENGLISH,2,9,What do you understand by the Classical style in English poetry. Give examples.,9.14,7.2,8.28,7,0,0,7,0.0,discuss,0.8528603911399841,Classical {1}
1902,Higher,ENGLISH,2,10,Compare any two lyrics of the Nineteenth Century with any two of the Sixteenth.,8.84,6.4,5.6,7,0,0,7,0.0,discuss,0.9971805810928345,the Nineteenth Century {1}
1902,Higher,ENGLISH,2,11,"Write short descriptive notes on six of the following :— The Man of Lawe's Tale, The Vision of William Concerning Piers the Ploughman, Tyndale’s New Testament, The Dance of the Seven Deadly Sins, The History of the World, Mother Hubbard’s Tcde, The Anatomy of Melancholy, MacFlecknoe, The Rape of the Lock, The Vanity of Human Wishes, She Stoops to Conquer, Humphry Clinker, Michael, Ode to Autumn, Redgauntlet, A Dream of Fair Women, Esmond, David Copperfield.",13.92,29.8,32.84,48,4,4,40,-0.08685000000000001,reason,0.9361060261726379,"Ploughman {1} Tyndale’s New Testament {1} the World, Mother Hubbard’s Tcde {1} MacFlecknoe {1} The Vanity of Human Wishes {1} Conquer, Humphry Clinker {1} Michael {1} Redgauntlet {1} David Copperfield {1}"
1902,Higher,ENGLISH,2,12,Give an account of any two English poems which have the form of a dramatic monologue.,7.39,6.0,8.9,8,0,0,8,0.0,reason,0.7729873657226562,
1902,Higher,ENGLISH,2,13,Translate into modern English:—,11.73,9.6,1.6,3,0,0,3,0.0,discuss,0.4984157383441925,
1902,Higher,ENGLISH,2,14,"Parse fully all the strong verbs in the above passage, giving the principal parts in each case.",9.12,5.2,9.15,9,2,0,7,0.4253,discuss,0.5111533999443054,
1902,Higher,ENGLISH,2,15,How did the Scandinavian Invasions affect the History of the English Language?,8.18,9.2,11.47,6,0,0,6,0.0,describe,0.9961814880371094,
1902,Higher,ENGLISH,2,16,Distinguish between a dialect and a language. What is the historical relation between Lowland Scots and Standard English,10.22,8.0,10.27,9,0,1,8,-0.0258,discuss,0.555086076259613,Lowland Scots {1}
