year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1930,HIGHER GRADE,GEOGRAPHY,1,,"The accompanying map shows a part of the Southern Uplands of Scotland. Draw a contoured sketch-map of the headstreams of the Tweed and of the Annan, and annotate your map. Compare the water-parting here with that between the headstream of the Evan Water and the Clyde.",9.2,6.9,7.86,21,0,0,21,0.0,discuss,0.9949053525924684,"('Scotland', 'COUNTRY', 1)('Tweed', 'MISC', 1)('Annan', 'PERSON', 1)('Evan', 'MISC', 1)('Water', 'MISC', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"The map shows part of the main railway to Carlisle; a main road fit for fast traffic; a main road fit for ordinary traffic. Describe the course of each in relation to the relief, indicating the significance of the route followed in each case. Add a note on some of the minor roadways shown.",8.33,6.8,10.16,30,4,0,26,0.368075,discuss,0.7715831995010376,"('Carlisle', 'CITY', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Describe, illustrating by a contoured sketch-map, the precise position of Moffat, and discuss its relation to the lines of communication within the area shown.",13.38,15.0,16.27,14,0,0,14,0.0,reason,0.9769143462181092,"('Moffat', 'CITY', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"What are the essential features of the geography of Scotland? Your answer should take the form of a brief, concise description such as would be useful to one who knew nothing of the country.",7.27,7.6,9.15,16,1,0,15,0.4404,explain,0.5592785477638245,"('Scotland', 'COUNTRY', 1)('one', 'NUMBER', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Explain, with the help of diagrams, how you could ascertain in the field the width of a broad river and the gradient of a gently-sloping bank.",8.57,8.7,11.94,12,1,0,11,0.4019,reason,0.8166778087615967,"('river', 'TITLE', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,Give a reasoned account of the main kinds of traffic carried on between the North Sea ports of Britain and Baltic ports.,10.47,7.2,8.8,13,1,0,12,0.5267,reason,0.5872777104377747,"('North', 'LOCATION', 1)('Sea', 'LOCATION', 1)('Britain', 'COUNTRY', 1)('Baltic', 'MISC', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Describe the region of the South Wales coalfield, naming the chief towns. State the chief industries carried on, and point out the advantages which the area possesses for the prosecution of these.",9.86,7.2,10.15,17,1,1,15,-0.12195,reason,0.6219959259033203,"('South', 'LOCATION', 1)('Wales', 'LOCATION', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Draw a sketch-map either of the Iberian or of the Italian peninsula, and give some account of the geography of the selected area.",8.9,8.7,12.68,11,0,0,11,0.0,reason,0.9122129082679749,"('Iberian', 'MISC', 1)('Italian', 'NATIONALITY', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"What is meant by the Mediterranean type of climate? Name the parts of the world in which this climatic type occurs, and describe briefly, with special reference to agricultural products, one area outside Europe possessing this kind of climate.",10.27,9.7,12.93,23,2,0,21,0.4642999999999999,discuss,0.873734176158905,"('Mediterranean', 'LOCATION', 1)('one', 'NUMBER', 1)('Europe', 'LOCATION', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Discuss, with illustrative diagrams, the effects of rivers on the surface of the land.",9.97,7.6,8.46,7,0,0,7,0.0,reason,0.99036705493927,
1930,HIGHER GRADE,GEOGRAPHY,1,,"Name the chief land-masses crossed by the tropic of Cancer, and give a reasoned account of the contrasts between them as regards climate and products.",10.56,9.5,10.0,13,0,1,12,-0.6597,discuss,0.5148115158081055,"('tropic', 'MISC', 1)('of', 'MISC', 1)('Cancer', 'CAUSE_OF_DEATH', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Select one well-defined type of forest, name an area in which it occurs, and describe its characteristics, relating these to the physical conditions. State also the chief products of the forest selected.",9.36,8.4,12.65,19,0,0,19,0.0,describe,0.3468784093856811,"('one', 'NUMBER', 1)"
1930,HIGHER GRADE,GEOGRAPHY,1,,"Give an account, illustrated by a sketch-map, of the area drained by one of the following rivers: Mississippi-Missouri, Murray-Darling, Orange, Niger.",11.45,11.5,12.21,13,0,1,12,-0.3612,discuss,0.3414982259273529,"('one', 'NUMBER', 1)('Orange', 'PERSON', 1)('Niger', 'COUNTRY', 1)"
