year,level,subject,paper,question,text,coleman_liau,flesch_kincaid,gunning_fog,total_tokens,positive_tokens,negative_tokens,neutral_tokens,compound_sentiment_score,intent,intent_certainty,named_entities
1958,Higher Grade,HISTORY,2,1,Do you consider that Athens or Sparta made the greater contribution to the defeat of the Persians?,10.05,7.6,9.15,8,1,1,6,-0.04879999999999998,other,0.9621394276618958,Athens {1} Sparta {1}
1958,Higher Grade,HISTORY,2,2,Did Alexander the Great deserve his title rather because he was a great general or because he was a great statesman?,6.18,9.1,10.3,9,3,0,6,0.6249,other,0.8432362079620361,Alexander the Great {1}
1958,Higher Grade,HISTORY,2,3,"Describe the causes, course, and effects of the Second Punic War.",8.49,5.2,8.04,7,0,1,6,-0.5994,reason,0.9665018916130066,the Second Punic War {1}
1958,Higher Grade,HISTORY,2,4,Explain the importance of Julius Caesar in Roman history.,11.1,9.2,12.49,6,1,0,5,0.3612,reason,0.9865281581878662,Julius Caesar {1}
1958,Higher Grade,HISTORY,2,5,"For what reasons has the Antonine period ([138]–[193]) been called a ""golden age""?",11.57,4.8,8.28,7,0,0,7,0.0,explain,0.596435546875,Antonine {1}
1958,Higher Grade,HISTORY,2,6,"Write notes on two of the following: Solon, the Athenian expedition to Sicily, Epaminondas of Thebes, the Anabasis of the Ten Thousand, the Roman equites, L. Cornelius Sulla.",12.36,13.0,15.49,18,0,0,18,0.0,reason,0.979377269744873,Sicily {1} Epaminondas {1} L. Cornelius Sulla {1}
1958,Higher Grade,HISTORY,2,7,"“Otto the Great made Germany strong, subjected the Church and pacified Italy.” Can you produce evidence in support of, or in opposition to, this statement?",10.57,7.0,9.8,14,3,0,11,0.5124666666666667,other,0.8992501497268677,Germany {1} Church {1} Italy {1}
1958,Higher Grade,HISTORY,2,8,Explain the ideals and estimate the success of the Cluniac Reformation.,11.36,9.9,15.31,6,2,0,4,0.5492999999999999,reason,0.9865348935127258,
1958,Higher Grade,HISTORY,2,9,“Frederick Barbarossa restored the Holy Roman Empire but Frederick II destroyed it.” How far is this true?,10.56,7.8,8.11,11,2,1,8,0.0892,describe,0.8261272311210632,Frederick Barbarossa {1} the Holy Roman Empire {1} Frederick II {1}
1958,Higher Grade,HISTORY,2,10,Estimate the importance of Philip IV ,14.46,6.8,15.73,4,1,0,3,0.3612,describe,0.9369494915008545,Philip IV {1}
1958,Higher Grade,HISTORY,2,10l,e Bel) in the development of the French kingdom.,5.42,4.4,8.04,5,0,0,5,0.0,describe,0.9470803737640381,Philip IV {1}
1958,Higher Grade,HISTORY,2,11,Show the progress of the Renaissance before the capture of Constantinople.,9.92,6.4,4.4,5,1,0,4,0.4215,discuss,0.4801284372806549,Renaissance {1} Constantinople {1}
1958,Higher Grade,HISTORY,2,12,"Write notes on two of the following: the Visigoths, Hugh Capet, the First Crusade, the Teutonic Order of Knights, The Emperor Charles IV, the Jacquerie.",11.82,10.7,13.2,16,0,0,16,0.0,reason,0.9860461354255676,Hugh Capet {1} the First Crusade {1} Knights {1} Charles IV {1} Jacquerie {1}
1958,Higher Grade,HISTORY,2,13,Do you consider that modern European history should be reckoned as beginning in the [1490s]? Give reasons for your answer.,8.87,4.8,4.0,10,0,0,10,0.0,other,0.9665058851242065,
1958,Higher Grade,HISTORY,2,14,Estimate the importance of the Peace of Augsburg ([1555]) in the history of ,9.14,7.2,11.35,6,2,0,4,0.45175,describe,0.9551206827163696,Augsburg {1}
1958,Higher Grade,HISTORY,2,14a,the Reformation and,7.32,9.2,14.53,1,0,0,1,0.0,describe,0.5509850382804871,Augsburg {1}
1958,Higher Grade,HISTORY,2,14b,the Empire.,-4.51,2.9,0.8,1,0,0,1,0.0,describe,0.33932191133499146,Augsburg {1}
1958,Higher Grade,HISTORY,2,15,Do you regard Richelieu or Mazarin as having done the more for France?,9.14,6.0,8.28,5,0,0,5,0.0,other,0.7925490140914917,Richelieu {1} France {1}
1958,Higher Grade,HISTORY,2,16,Compare the strength and importance of Brandenburg-Prussia at the accession of the Great Elector and at the end of the seventeenth century.,10.47,11.9,14.25,10,3,0,7,0.49333333333333335,discuss,0.9971668124198914,Brandenburg-Prussia {1}
1958,Higher Grade,HISTORY,2,17,Explain the policy of Peter the Great in domestic and foreign affairs.,10.81,5.6,8.13,7,1,0,6,0.6249,reason,0.9860529899597168,Peter the Great {1}
1958,Higher Grade,HISTORY,2,18,"Write notes on two of the following: John Calvin, Catherine de Medici, the Pacification of Ghent, Count Wallenstein, the Peace of Utrecht, the Bourbon Family Compact.",12.21,12.3,15.02,18,1,0,17,0.5423,reason,0.9875720739364624,John Calvin {1} Catherine de Medici {1} the Pacification of Ghent {1} Count Wallenstein {1} Utrecht {1}
1958,Higher Grade,HISTORY,2,19,Show the importance of Poland in European affairs during the second half of the eighteenth century.,10.35,7.2,8.9,9,1,0,8,0.3612,argue,0.49556511640548706,Poland {1}
